"No.","Ticker","Company","Sector","Industry","Country","Market Cap","P/E","Price","Change","Volume"
4737,"NPO","EnPro Industries, Inc.","Industrial Goods","Industrial Equipment & Components","USA",1450.99,2.97,70.13,-6.58%,819494
4738,"NPTN","NeoPhotonics Corporation","Technology","Semiconductor - Broad Line","USA",271.76,,6.42,-0.93%,435777
4739,"NPV","Nuveen Virginia Quality Municipal Income Fund","Financial","Diversified Investments","USA",,,12.31,0.16%,16792
4740,"NQP","Nuveen Pennsylvania Quality Mun","Financial","Closed-End Fund - Debt","USA",481.18,20.86,12.74,0.20%,46506
4741,"NR","Newpark Resources, Inc.","Basic Materials","Oil & Gas Equipment & Services","USA",955.34,59.50,10.65,-0.93%,494516
4742,"NRC","National Research Corporation","Healthcare","Medical Laboratories & Research","USA",910.86,44.44,38.00,0.13%,31757
4743,"NRE","Northstar Realty Europe Corp.","Financial","REIT - Office","USA",705.05,,13.59,-0.22%,121375
4744,"NRG","NRG Energy, Inc.","Utilities","Diversified Utilities","USA",10039.26,10.63,31.57,-1.03%,5625898
4745,"NRIM","Northrim BanCorp, Inc.","Financial","Regional - Pacific Banks","USA",284.41,17.83,41.10,1.48%,25441
4746,"NRK","Nuveen New York AMT-Free Quality Municipal Income Fund","Financial","Diversified Investments","USA",1065.45,29.02,12.16,0.16%,74627
4747,"NRO","Neuberger Berman Real Estate Securities Income Fund Inc.","Financial","Asset Management","USA",,,5.14,-0.19%,167490
4748,"NRP","Natural Resource Partners L.P.","Basic Materials","Industrial Metals & Minerals","USA",389.91,7.32,31.70,-0.47%,8476
4749,"NRT","North European Oil Royalty Trust","Financial","Diversified Investments","USA",75.28,10.26,8.00,1.27%,6278
4750,"NRZ","New Residential Investment Corp.","Financial","REIT - Residential","USA",6333.67,4.56,18.02,0.50%,3278937
4751,"NS","NuStar Energy L.P.","Basic Materials","Oil & Gas Pipelines","USA",2542.33,19.40,26.94,4.34%,677276
4752,"NSA","National Storage Affiliates Trust","Financial","REIT - Industrial","USA",1488.92,294.85,28.60,-0.17%,261402
4753,"NSC","Norfolk Southern Corporation","Services","Railroads","USA",47870.71,20.21,169.31,0.82%,1302128
4754,"NSEC","The National Security Group, Inc.","Financial","Property & Casualty Insurance","USA",41.37,106.17,16.35,0.00%,19
4755,"NSIT","Insight Enterprises, Inc.","Technology","Information Technology Services","USA",1744.04,14.40,48.88,0.91%,371915
4756,"NSL","Nuveen Senior Income Fund","Financial","Closed-End Fund - Debt","USA",,,6.14,0.00%,56159
4757,"NSM","Nationstar Mortgage Holdings Inc.","Financial","Mortgage Investment","USA",1791.74,6.97,18.27,0.00%,0
4758,"NSP","Insperity, Inc.","Services","Business Services","USA",4246.08,42.19,101.80,-3.28%,494355
4759,"NSPR","InspireMD, Inc.","Healthcare","Medical Appliances & Equipment","Israel",1.42,,0.21,0.55%,199784
4760,"NSSC","Napco Security Technologies, Inc.","Services","Security & Protection Services","USA",316.05,43.42,15.85,0.32%,48626
4761,"NSTG","NanoString Technologies, Inc.","Healthcare","Biotechnology","USA",387.80,,12.37,1.98%,125921
4762,"NSU","Nevsun Resources Ltd.","Basic Materials","Industrial Metals & Minerals","Canada",1109.72,,3.67,-0.54%,867464
4763,"NSYS","Nortech Systems Incorporated","Technology","Diversified Electronics","USA",12.40,,4.56,-28.08%,2306399
4764,"NTAP","NetApp, Inc.","Technology","Data Storage Devices","USA",21752.00,24.01,80.56,2.56%,2207065
4765,"NTB","The Bank of N.T. Butterfield & Son Limited","Financial","Foreign Regional Banks","Bermuda",2804.10,17.37,50.37,0.68%,218586
4766,"NTC","Nuveen Connecticut Quality Muni","Financial","Closed-End Fund - Debt","USA",,,11.65,0.26%,5698
4767,"NTCT","NetScout Systems, Inc.","Technology","Business Software & Services","USA",2362.00,,26.30,-0.57%,707676
4768,"NTEC","Intec Pharma Ltd.","Healthcare","Biotechnology","Israel",55.64,,4.05,-2.41%,223498
4769,"NTES","NetEase, Inc.","Technology","Internet Software & Services","China",34181.67,30.44,255.03,-1.43%,782715
4770,"NTG","Tortoise MLP Fund, Inc","Financial","Exchange Traded Fund","USA",,,16.18,2.28%,1098834
4771,"NTGN","Neon Therapeutics, Inc.","Healthcare","Biotechnology","USA",321.14,,11.07,0.09%,17451
4772,"NTGR","NETGEAR, Inc.","Technology","Communication Equipment","USA",2027.04,55.18,64.50,0.70%,554707
4773,"NTIC","Northern Technologies International Corporation","Basic Materials","Specialty Chemicals","USA",161.68,25.12,35.85,-0.69%,9416
4774,"NTIP","Network-1 Technologies, Inc.","Technology","Communication Equipment","USA",66.39,6.79,2.75,0.00%,10003
4775,"NTLA","Intellia Therapeutics, Inc.","Healthcare","Biotechnology","USA",1223.88,,26.56,3.03%,434292
4776,"NTN","NTN Buzztime, Inc.","Services","Broadcasting - TV","USA",15.10,0.00,4.44,-10.48%,6231
4777,"NTNX","Nutanix, Inc.","Technology","Technical & System Software","USA",9094.70,,50.78,2.92%,1385362
4778,"NTP","Nam Tai Property Inc.","Technology","Diversified Electronics","China",386.97,85.77,10.55,0.00%,7845
4779,"NTR","Nutrien Ltd.","Basic Materials","Agricultural Chemicals","Canada",48456.22,267.04,57.68,6.07%,3250335
4780,"NTRA","Natera, Inc.","Healthcare","Medical Laboratories & Research","USA",1392.60,,23.85,-0.96%,519952
4781,"NTRI","Nutrisystem, Inc.","Services","Personal Services","USA",1235.98,22.99,39.40,2.87%,793371
4782,"NTRP","Neurotrope, Inc.","Healthcare","Biotechnology","USA",75.35,,9.85,-0.71%,45370
4783,"NTRS","Northern Trust Corporation","Financial","Asset Management","USA",24610.63,18.74,109.08,-0.16%,895876
4784,"NTRSP","Northern Trust Corporation","Financial","Asset Management","USA",6064.02,4.90,26.54,-0.26%,27100
4785,"NTWK","NetSol Technologies, Inc.","Technology","Application Software","USA",66.47,,5.80,0.87%,27888
4786,"NTX","Nuveen Texas Quality Municipal","Financial","Closed-End Fund - Debt","USA",,,12.79,0.00%,15109
4787,"NTZ","Natuzzi S.p.A.","Consumer Goods","Home Furnishings & Fixtures","Italy",86.56,,1.56,0.00%,0
4788,"NUAG","NuShares Enhanced Yield US Aggt Bd ETF","Financial","Exchange Traded Fund","USA",,,23.48,-0.04%,14111
4789,"NUAN","Nuance Communications, Inc.","Technology","Application Software","USA",4513.95,,15.22,2.70%,1780034
4790,"NUBD","NuShares ESG US Aggregate Bond ETF","Financial","Exchange Traded Fund","USA",,,24.09,-0.15%,4836
4791,"NUDM","NuShares ESG Intl Dev Mkts Eq ETF","Financial","Exchange Traded Fund","USA",,,26.22,-0.40%,1286
4792,"NUE","Nucor Corporation","Basic Materials","Steel & Iron","USA",20642.47,18.18,64.54,-1.75%,3074290
4793,"NUEM","NuShares ESG Emerging Markets Equity ETF","Financial","Exchange Traded Fund","USA",,,26.65,-1.30%,116
4794,"NUGT","Direxion Daily Gold Miners Bull 3X ETF","Financial","Exchange Traded Fund","USA",,,20.04,-2.72%,5954753
4795,"NULG","NuShares ESG Large-Cap Growth ETF","Financial","Exchange Traded Fund","USA",,,35.60,1.22%,5111
4796,"NULV","NuShares ESG Large-Cap Value ETF","Financial","Exchange Traded Fund","USA",,,29.78,0.24%,2315
4797,"NUM","Nuveen Michigan Quality Municip","Financial","Asset Management","USA",,,12.61,0.05%,20015
4798,"NUMG","NuShares ESG Mid-Cap Growth ETF","Financial","Exchange Traded Fund","USA",,,32.55,0.91%,2463
4799,"NUMV","NuShares ESG Mid-Cap Value ETF","Financial","Exchange Traded Fund","USA",,,28.41,0.00%,13
4800,"NUO","Nuveen Ohio Quality Municipal I","Financial","Asset Management","USA",,,13.88,0.07%,8932
4801,"NURE","NuShares Short-Term REIT ETF","Financial","Exchange Traded Fund","USA",,,27.40,0.22%,742
4802,"NURO","NeuroMetrix, Inc.","Healthcare","Medical Instruments & Supplies","USA",8.71,,1.15,-1.71%,24611
4803,"NUS","Nu Skin Enterprises, Inc.","Consumer Goods","Personal Products","USA",4224.19,22.72,75.92,3.87%,550872
4804,"NUSA","NuShares EY 1-5 Year US Aggt Bd ETF","Financial","Exchange Traded Fund","USA",,,24.30,0.00%,588
4805,"NUSC","NuShares ESG Small-Cap ETF","Financial","Exchange Traded Fund","USA",,,31.28,0.88%,14537
4806,"NUV","Nuveen Municipal Value Fund, Inc.","Financial","Closed-End Fund - Debt","USA",,,9.48,0.21%,215316
4807,"NUVA","NuVasive, Inc.","Healthcare","Medical Appliances & Equipment","USA",3314.32,158.19,64.70,-0.11%,971772
4808,"NUW","Nuveen AMT-Free Municipal Value Fund","Financial","Asset Management","USA",,,15.33,0.20%,33314
4809,"NVAX","Novavax, Inc.","Healthcare","Biotechnology","USA",500.81,,1.19,-1.65%,2821938
4810,"NVCN","Neovasc Inc.","Healthcare","Medical Appliances & Equipment","Canada",2.63,,0.03,-0.89%,7836313
4811,"NVCR","NovoCure Limited","Healthcare","Medical Appliances & Equipment","USA",3424.00,,35.35,1.43%,377752
4812,"NVDA","NVIDIA Corporation","Technology","Semiconductor - Specialized","USA",152036.11,43.16,250.62,1.68%,6712334
4813,"NVEC","NVE Corporation","Technology","Semiconductor - Specialized","USA",555.48,35.91,107.86,-1.77%,32052
4814,"NVEE","NV5 Global, Inc.","Services","Technical Services","USA",856.84,32.58,78.25,2.96%,77359
4815,"NVFY","Nova LifeStyle, Inc.","Consumer Goods","Home Furnishings & Fixtures","USA",50.63,5.22,1.86,-1.06%,36424
4816,"NVG","Nuveen AMT-Free Municipal Credit Income Fund","Financial","Asset Management","USA",3011.96,15.39,14.87,0.61%,368959
4817,"NVGS","Navigator Holdings Ltd.","Services","Shipping","United Kingdom",692.88,215.52,12.50,0.40%,80379
4818,"NVIV","InVivo Therapeutics Holdings Corp.","Healthcare","Biotechnology","USA",3.92,,2.00,-1.96%,157304
4819,"NVLN","Novelion Therapeutics Inc.","Healthcare","Biotechnology","Canada",68.97,,3.71,0.27%,8378
4820,"NVMI","Nova Measuring Instruments Ltd.","Technology","Semiconductor Equipment & Materials","Israel",763.95,17.20,27.77,1.76%,147604
4821,"NVMM","Novume Solutions, Inc.","Conglomerates","Conglomerates","USA",20.32,,1.30,4.00%,9572
4822,"NVO","Novo Nordisk A/S","Healthcare","Biotechnology","Denmark",94074.72,20.24,49.72,0.18%,902559
4823,"NVR","NVR, Inc.","Industrial Goods","Residential Construction","USA",9910.37,16.25,2752.88,1.02%,29206
4824,"NVRO","Nevro Corp.","Healthcare","Medical Appliances & Equipment","USA",1918.11,,59.55,1.97%,840711
4825,"NVS","Novartis AG","Healthcare","Drug Manufacturers - Major","Switzerland",212159.89,14.33,84.07,0.45%,1322147
4826,"NVT","nVent Electric plc","Technology","Diversified Electronics","United Kingdom",4862.34,17.73,27.24,0.04%,603897
4827,"NVTA","Invitae Corporation","Healthcare","Medical Laboratories & Research","USA",583.61,,8.25,-5.06%,1563406
4828,"NVTR","Nuvectra Corporation","Healthcare","Medical Appliances & Equipment","USA",247.80,,16.40,0.74%,94408
4829,"NVUS","Novus Therapeutics, Inc.","Healthcare","Biotechnology","USA",54.33,,5.78,-2.87%,47599
4830,"NWBI","Northwest Bancshares, Inc.","Financial","Savings & Loans","USA",1857.06,19.85,18.10,0.33%,432230
4831,"NWE","NorthWestern Corporation","Utilities","Diversified Utilities","USA",2924.71,5.55,58.80,0.98%,154563
4832,"NWFL","Norwood Financial Corp.","Financial","Regional - Northeast Banks","USA",242.58,19.33,39.00,1.30%,14967
4833,"NWHM","The New Home Company Inc.","Industrial Goods","Residential Construction","USA",213.43,10.50,9.39,1.51%,72261
4834,"NWL","Newell Brands Inc.","Consumer Goods","Housewares & Accessories","USA",12811.55,16.80,26.52,1.30%,3882114
4835,"NWLI","National Western Life Group, Inc.","Financial","Life Insurance","USA",1170.25,12.33,327.80,-0.09%,7753
4836,"NWN","Northwest Natural Gas Company","Utilities","Gas Utilities","USA",1853.79,,64.75,0.94%,72812
4837,"NWPX","Northwest Pipe Company","Basic Materials","Steel & Iron","USA",189.51,,19.22,-0.21%,14068
4838,"NWS","News Corporation","Services","Broadcasting - TV","USA",,,15.20,-0.33%,158370
4839,"NWSA","News Corporation","Services","Broadcasting - TV","USA",8960.07,,15.01,-0.40%,1234498
4840,"NWY","New York & Company, Inc.","Services","Apparel Stores","USA",331.54,23.76,4.80,-1.03%,183675
4841,"NX","Quanex Building Products Corporation","Industrial Goods","General Building Materials","USA",583.85,25.04,16.85,0.00%,91059
4842,"NXC","Nuveen California Select Tax-Free Income Portfolio","Financial","Closed-End Fund - Debt","USA",87.95,20.95,13.85,-0.43%,24194
4843,"NXE","NexGen Energy Ltd.","Basic Materials","Industrial Metals & Minerals","USA",648.41,,2.07,4.02%,355363
4844,"NXEO","Nexeo Solutions, Inc.","Basic Materials","Chemicals - Major Diversified","USA",821.14,15.23,9.14,0.88%,420858
4845,"NXEOU","Nexeo Solutions, Inc. Units","Basic Materials","Chemicals - Major Diversified","USA",825.22,14.02,9.25,-5.13%,250
4846,"NXJ","Nuveen New Jersey Quality Municipal Income Fund","Financial","Asset Management","USA",,,13.02,0.31%,70970
4847,"NXN","Nuveen New York Select Tax-Free","Financial","Closed-End Fund - Debt","USA",50.79,30.52,12.94,0.02%,2034
4848,"NXP","Nuveen Select Tax Free Income P","Financial","Closed-End Fund - Debt","USA",,,14.27,-0.70%,26602
4849,"NXPI","NXP Semiconductors N.V.","Technology","Semiconductor - Broad Line","Netherlands",34262.08,138.75,95.60,0.21%,7524510
4850,"NXQ","Nuveen Select Tax-Free Income Portfolio 2","Financial","Closed-End Fund - Debt","USA",,,13.76,0.44%,10582
4851,"NXR","Nuveen Select Tax-Free Income Portfolio 3","Financial","Closed-End Fund - Debt","USA",,,14.60,-0.14%,6856
4852,"NXRT","NexPoint Residential Trust, Inc.","Financial","REIT - Residential","USA",651.94,9.87,30.81,1.22%,125540
4853,"NXST","Nexstar Media Group, Inc.","Services","Broadcasting - TV","USA",3495.44,17.88,73.05,-0.54%,656148
4854,"NXTD","Nxt-ID, Inc.","Services","Security & Protection Services","USA",39.08,,1.53,-1.29%,160768
4855,"NXTM","Nxstage Medical, Inc.","Healthcare","Medical Instruments & Supplies","USA",1881.77,49.06,28.31,0.04%,341417
4856,"NYCB","New York Community Bancorp, Inc.","Financial","Savings & Loans","USA",5178.17,13.73,10.75,0.00%,5218498
4857,"NYF","iShares New York Muni Bond ETF","Financial","Exchange Traded Fund","USA",,,54.55,0.09%,12478
4858,"NYH","Eaton Vance New York Municipal Bond Fund II","Financial","Asset Management","USA",27.41,57.02,10.72,-0.13%,2848
4859,"NYLD","NRG Yield, Inc.","Utilities","Electric Utilities","USA",1231.73,628.33,18.85,2.17%,782731
4860,"NYLD-A","NRG Yield, Inc.","Utilities","Electric Utilities","USA",3468.11,13.67,18.83,2.78%,361081
4861,"NYMT","New York Mortgage Trust, Inc.","Financial","REIT - Residential","USA",699.57,8.96,6.23,0.97%,1083976
4862,"NYMTN","New York Mortgage Trust, Inc.","Financial","REIT - Residential","USA",2685.37,33.66,24.00,0.84%,8176
4863,"NYMTO","New York Mortgage Trust, Inc.","Financial","REIT - Residential","USA",2720.58,34.10,24.31,-0.06%,6005
4864,"NYMTP","New York Mortgage Trust, Inc.","Financial","REIT - Residential","USA",2711.12,33.98,24.23,-0.12%,2162
4865,"NYMX","Nymox Pharmaceutical Corporation","Healthcare","Biotechnology","Canada",191.94,,3.24,1.89%,44521
4866,"NYNY","Empire Resorts, Inc.","Services","Resorts & Casinos","USA",468.72,,12.60,-4.91%,21896
4867,"NYRT","New York REIT, Inc.","Financial","REIT - Office","USA",307.10,,18.28,-0.44%,34015
4868,"NYT","The New York Times Company","Services","Publishing - Newspapers","USA",4146.72,48.90,24.45,-0.41%,984548
4869,"NYV","Nuveen New York Municipal Value Fund 2","Financial","Asset Management","USA",31.68,15.22,13.48,0.26%,2537
4870,"NZF","Nuveen Municipal Credit Income Fund","Financial","Asset Management","USA",,,14.48,0.14%,214219
4871,"O","Realty Income Corporation","Financial","REIT - Retail","USA",16393.49,50.63,56.91,1.66%,2264327
4872,"OAK","Oaktree Capital Group, LLC","Financial","Asset Management","USA",6578.40,15.85,41.85,-0.59%,329176
4873,"OAS","Oasis Petroleum Inc.","Basic Materials","Independent Oil & Gas","USA",4057.02,,12.34,3.78%,4941410
4874,"OASI","O'Shares FTSE Asia Pacific Qual Div ETF","Financial","Exchange Traded Fund","USA",,,28.91,-0.65%,1259
4875,"OASM","Oasmia Pharmaceutical AB (publ)","Healthcare","Drug Manufacturers - Major","Sweden",240.30,,1.39,-2.05%,53636
4876,"OBAS","Optibase Ltd.","Financial","Property Management","Israel",46.41,,8.90,0.56%,2158
4877,"OBCI","Ocean Bio-Chem, Inc.","Consumer Goods","Cleaning Products","USA",32.99,13.01,3.55,0.02%,7015
4878,"OBE","Obsidian Energy Ltd.","Basic Materials","Oil & Gas Drilling & Exploration","Canada",530.30,,1.04,-3.70%,1956568
4879,"OBLN","Obalon Therapeutics, Inc.","Healthcare","Medical Appliances & Equipment","USA",31.06,,1.66,-0.60%,218072
4880,"OBOR","KraneShares MSCI One Belt One Road ETF","Financial","Exchange Traded Fund","USA",,,23.89,-0.88%,3180
4881,"OBSV","ObsEva SA","Healthcare","Biotechnology","Switzerland",653.57,,14.45,8.73%,40134
4882,"OC","Owens Corning","Industrial Goods","General Building Materials","USA",6748.26,17.64,60.85,-0.65%,1387855
4883,"OCC","Optical Cable Corporation","Technology","Communication Equipment","USA",27.34,,3.70,4.23%,7552
4884,"OCFC","OceanFirst Financial Corp.","Financial","Savings & Loans","USA",1401.67,23.38,29.02,-0.55%,237743
4885,"OCIO","ClearShares OCIO ETF","Financial","Exchange Traded Fund","USA",,,26.71,-0.15%,93
4886,"OCLR","Oclaro, Inc.","Technology","Semiconductor Equipment & Materials","USA",1487.84,13.21,8.68,1.05%,1351733
4887,"OCN","Ocwen Financial Corporation","Financial","Mortgage Investment","USA",597.48,26.41,4.04,3.59%,891913
4888,"OCSL","Oaktree Specialty Lending Corpo","Financial","Credit Services","USA",703.30,,5.01,2.45%,537150
4889,"OCUL","Ocular Therapeutix, Inc.","Healthcare","Biotechnology","USA",216.28,,5.54,-0.72%,192520
4890,"OCX","OncoCyte Corporation","Healthcare","Biotechnology","USA",89.87,,2.20,-2.22%,60175
4891,"ODC","Oil-Dri Corporation of America","Basic Materials","Specialty Chemicals","USA",313.94,28.23,42.14,-0.02%,1121
4892,"ODFL","Old Dominion Freight Line, Inc.","Services","Trucking","USA",12499.87,26.02,147.84,2.49%,542565
4893,"ODP","Office Depot, Inc.","Services","Specialty Retail, Other","USA",1437.65,37.54,2.44,0.00%,3499074
4894,"ODT","Odonate Therapeutics, Inc.","Healthcare","Biotechnology","USA",550.79,,19.49,-1.07%,20991
4895,"OEC","Orion Engineered Carbons, S.A.","Basic Materials","Specialty Chemicals","Luxembourg",1945.70,26.86,32.80,0.46%,292076
4896,"OEF","iShares S&P; 100 ETF","Financial","Exchange Traded Fund","USA",,,125.36,0.52%,464799
4897,"OESX","Orion Energy Systems, Inc","Technology","Diversified Electronics","USA",31.71,,1.05,0.63%,10521
4898,"OEUR","O'Shares FTSE Europe Quality Div ETF","Financial","Exchange Traded Fund","USA",,,24.36,-0.81%,4140
4899,"OEW","Invesco S&P; 100 Equal Weight ETF","Financial","Exchange Traded Fund","USA",,,33.77,0.03%,271
4900,"OFC","Corporate Office Properties Trust","Financial","REIT - Office","USA",2968.56,53.53,29.76,-0.93%,530312
4901,"OFED","Oconee Federal Financial Corp.","Financial","Savings & Loans","USA",163.50,43.11,27.07,0.26%,660
